Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
7675,47,2,47.09561396179439,31.202991963747028,8.0,10,12,1970,0.298204575,B,B,16,4048,3,900.0,1,3,B,188000.20883466728
14686,1,3,77.22988533763153,77.22988533763153,1.0,17,17,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,254275.9559942564
609,9,2,43.255853827147455,30.80462712594298,5.0,5,5,1972,0.161531741,B,B,25,5648,1,30.0,2,4,B,193515.5992974671
11155,150,2,43.569924463619735,30.140515383990504,5.0,4,5,1965,0.08761909,B,B,8,1497,5,900.0,1,0,B,182346.2950299032
10869,23,3,78.00188787116683,78.00188787116683,1.0,21,25,2015,0.075778755,B,B,6,1437,3,900.0,0,2,B,277721.1406942278
15742,30,2,64.88878321604794,32.772431056458856,1.0,12,17,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,186020.651580505
9245,1,2,63.115040972639896,32.772431056458856,6.233004930000002,4,24,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,198458.21213525243
3340,27,3,69.92193904856693,32.772431056458856,1.0,9,17,1977,0.211401214,B,B,9,1892,0,900.0,0,1,B,180895.7850710538
2359,53,2,60.73449830521805,42.793560850180576,10.0,17,24,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B,277400.5449084816
8070,38,2,40.2169312091974,26.782434878219465,7.0,8,9,1964,0.060753049,B,B,15,2787,2,520.0,0,7,B,190135.52668839617
13707,1,1,42.44688260400803,19.846674850833782,7.0,2,17,2015,0.007122317,B,B,1,264,0,900.0,0,1,B,168029.16031370565
16079,11,4,70.4699405505211,44.73090601596763,6.0,6,9,1970,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,354401.9031588012
15937,9,4,92.1582517146398,54.1686158873239,12.0,4,14,1997,0.161531741,B,B,25,5648,1,30.0,2,4,B,357927.7699270486
14090,2,1,39.08264064099316,33.214357690911484,7.0,10,14,1970,0.0,B,B,33,7425,1,900.0,2,5,B,134421.17984933665
9008,72,2,47.67098552597152,44.1724503554511,5.0,5,9,1980,0.210473241,B,B,11,2398,2,1994.0,3,0,B,214571.59632207325
16384,1,2,52.77367106330114,52.77367106330114,10.0,6,17,2017,0.007122317,B,B,1,264,0,900.0,0,1,B,157273.3424757471
11657,87,3,65.75474956064608,48.44900249639893,6.0,12,12,1980,0.100455735,B,B,43,7227,0,900.0,1,6,A,251224.52008334585
13151,25,1,29.24910777536649,29.24910777536649,6.233004930000002,22,25,2016,0.069753361,B,B,53,13670,4,900.0,1,11,B,130061.6072544828
8990,27,3,58.848188192175634,40.41200607153679,6.0,9,9,1988,0.211401214,B,B,9,1892,0,900.0,0,1,B,219963.53185564769
11857,11,2,46.5892195156833,31.05090245938393,5.0,5,5,1968,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,190186.9845918139
1565,52,1,38.92815373297433,20.33759796299029,8.0,4,17,1994,0.371148999,B,B,34,7065,1,750.0,2,5,B,178185.25796187817
8174,23,1,46.88683597148046,32.772431056458856,6.233004930000002,3,3,2016,0.034656082,B,B,0,168,0,900.0,0,0,B,122266.88871757913
9247,67,3,65.0196467536,41.287476354713625,7.0,9,9,1979,0.100455735,B,B,43,7227,0,900.0,1,6,A,274912.53607364953
10478,6,3,80.9861042067384,77.53481112705556,1.0,1,1,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B,267278.6284692108
15509,27,2,55.43986118530975,55.43986118530975,10.0,15,17,2016,0.011654127,B,B,4,915,0,900.0,0,0,B,190770.80726156046
8306,179,2,45.597507428135344,32.130045100932804,5.0,5,5,1967,0.037316452,B,B,32,6748,93,562.0,4,10,B,188788.46731390676
6642,1,2,56.89047833586052,32.772431056458856,1.0,12,17,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,194686.71875336938
7472,31,2,44.2795413959844,29.604193752132,5.0,5,5,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B,187581.7686945726
15989,62,1,47.095405501415,32.772431056458856,6.233004930000002,4,13,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,162821.11673095546
13682,27,1,41.34565024439386,17.38476844941001,8.0,14,14,2007,0.07542368,B,B,11,3097,0,900.0,0,0,B,173635.29694455492
163,62,3,135.25082847524365,32.772431056458856,1.0,1,3,2018,0.072157581,B,B,2,629,1,900.0,0,0,A,198571.8706075968
7076,27,2,76.73464350633769,32.772431056458856,1.0,1,1,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,204276.18722473938
7478,167,3,67.68259884924791,43.62235897925621,4.0,4,4,1949,0.174739084,B,B,17,3379,9,100.0,0,3,B,287515.39744285576
3029,13,1,43.57357629518538,22.22113089969779,8.0,11,18,2000,0.090799103,B,B,74,19083,2,900.0,5,15,B,177454.31013008583
1814,1,1,41.11560894052037,41.11560894052037,6.233004930000002,4,17,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,135053.47779286242
10057,27,1,42.916845872695546,21.093891122528827,6.0,10,15,2018,0.072157581,B,B,2,629,1,900.0,0,0,A,183995.22616623715
15100,23,3,78.98223923932066,32.772431056458856,1.0,4,25,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,208369.33938109298
12694,27,3,83.67003174601149,46.35835603454894,6.233004930000002,8,13,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,261201.6664465389
6291,78,1,40.539829225184405,22.9477122496941,6.0,7,17,2002,0.092290642,B,B,21,4346,2,165.0,1,2,B,171963.89556725978
12603,27,3,87.11106179723497,52.263326325483405,17.0,2,3,2014,0.011654127,B,B,4,915,0,900.0,0,0,B,266335.66904080834
3218,38,1,47.9813246694989,32.772431056458856,1.0,8,17,2015,0.060753049,B,B,15,2787,2,520.0,0,7,B,150248.44911733168
13456,6,1,38.90624910827649,22.77818604424768,6.0,9,17,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B,176784.89418768339
10170,48,2,47.863789962737634,33.84667883716051,6.0,12,12,1982,0.041124634,B,B,46,9515,5,900.0,1,10,B,206876.4418747649
4530,23,2,92.18193950554456,49.50235203756864,15.0,3,25,2013,0.075778755,B,B,6,1437,3,900.0,0,2,B,246486.27711576648
13329,23,2,68.09953793820145,64.84302502745639,1.0,2,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,188971.37826248302
4820,22,1,42.35996399073461,32.772431056458856,1.0,7,17,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,132968.93449306348
10896,21,2,44.835016139438665,30.72815667426836,5.0,3,5,1963,0.034331497,B,B,25,5487,3,900.0,0,4,B,185270.62891703326
13416,27,1,35.54463363125278,33.03433558652774,1.0,1,1,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,107911.06137732297
2701,29,3,61.04126877093078,45.71091012786398,5.0,3,5,1965,0.069660344,B,B,31,6119,4,900.0,1,2,B,234114.59678608272
11265,34,3,83.82724048818885,80.53799625700981,10.0,24,25,2015,0.069753361,B,B,53,13670,4,900.0,1,11,B,358836.2358590083
9189,169,3,61.83123391062148,44.143243804729615,5.0,9,9,1977,0.300322518,B,B,52,10311,6,900.0,1,9,B,245936.7822930957
1858,100,1,29.58575823133833,16.761099968482206,5.0,3,8,1959,0.200146802,B,B,23,3975,8,770.0,2,0,B,162057.75395855634
14536,1,3,79.66402295933614,79.49649361217331,1.0,5,17,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,236087.02267211847
6199,55,3,80.34713152431259,46.85652531756187,10.0,17,17,1989,0.041365446,B,B,31,5569,0,900.0,1,4,B,349280.2991940089
14730,39,1,32.85144357739161,22.05303940906601,6.0,7,9,1962,0.428825818,B,B,25,5011,8,730.0,0,2,B,158679.5194575809
7510,44,2,54.39922301983204,32.995435802809595,8.0,16,16,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B,247471.96531540382
15505,96,1,39.455484865289066,16.169367476787365,9.0,5,9,2004,0.041116354,B,B,53,14892,4,900.0,1,4,B,161840.0314516037
7446,100,1,34.55729086333245,21.20850181545886,6.0,9,9,1966,0.200146802,B,B,23,3975,8,770.0,2,0,B,168944.5059745656
14016,179,2,40.446433988327634,24.677161862160283,7.0,5,5,1963,0.306977489,B,B,27,5148,14,1575.0,5,7,B,179650.25978640016
14113,27,1,33.31821814724473,20.315534772105877,5.0,5,5,1981,0.051815435,B,B,5,1227,0,900.0,0,0,B,158311.88767541276
8721,21,3,82.57646498437289,58.246814879784345,7.0,5,5,1958,0.194489265,B,B,47,8004,3,125.0,3,5,B,363537.49157385767
6193,99,3,78.78613434419736,49.152087585155584,10.0,2,14,1999,0.033493708,B,B,66,10573,1,1322.0,3,8,B,326743.36876732466
5717,99,2,46.334891653768175,28.34330075323604,6.0,4,9,1970,0.033493708,B,B,66,10573,1,1322.0,3,8,B,205423.99312130018
5427,48,3,68.58652194847812,49.307253728914105,6.0,8,12,1982,0.041124634,B,B,46,9515,5,900.0,1,10,B,264592.23540294345
9520,108,3,81.09213024526821,55.79911339699682,8.0,3,8,1960,0.0,B,B,25,5027,4,46.0,1,1,B,477188.5347823564
6869,27,1,37.74839849363714,32.772431056458856,1.0,10,19,1977,0.211401214,B,B,9,1892,0,900.0,0,1,B,116775.74442664838
1658,78,1,32.37262587105627,22.618148825210728,6.0,6,12,1970,0.092290642,B,B,21,4346,2,165.0,1,2,B,154487.34806583112
6639,9,2,66.38613911569288,36.12459553770475,13.0,14,14,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B,234552.33610343878
6283,7,2,44.650853695349255,27.404533222065982,5.0,5,5,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B,188384.94128946497
6257,62,1,43.83591910863056,32.772431056458856,6.233004930000002,9,13,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,140206.68887934714
15235,139,1,35.454027280656064,19.360493028163106,9.0,8,12,1970,0.122090347,B,B,29,6566,7,1894.0,4,0,B,172946.72936880725
902,27,3,99.29319132374468,32.772431056458856,6.233004930000002,2,13,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,282779.4811408035
8932,9,3,61.62386642520137,57.05144012680068,6.0,6,9,1974,0.13012277,B,B,8,1986,0,900.0,0,0,B,230264.26878142412
16469,93,3,98.58559190211751,55.19383206546532,12.0,8,17,2009,0.041116354,B,B,53,14892,4,900.0,1,4,B,384770.0599707339
2825,8,2,62.64316081071747,33.442774413492735,10.0,13,22,2005,0.43788524,B,B,23,5735,3,1084.0,0,5,B,276819.25961240195
6450,20,3,80.27601266469395,48.47220116363877,13.0,6,17,2000,0.019508796,B,B,37,7687,11,176.0,5,5,B,309278.4334167012
11366,6,2,62.63302347184765,43.15112225927083,10.0,17,17,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B,268205.2628038814
3801,78,3,84.2392213788685,55.41358040794088,10.0,6,14,2001,0.092290642,B,B,21,4346,2,165.0,1,2,B,337600.0050026602
11385,148,1,37.66882653105834,19.45616350404436,9.0,10,12,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B,194875.1620332442
1079,34,1,39.05226829839874,22.94743007209727,10.0,17,22,1995,0.069753361,B,B,53,13670,4,900.0,1,11,B,186440.54363913368
3202,191,2,52.8922835247166,34.40317009560719,9.0,16,16,1985,0.127375905,B,B,43,8429,3,900.0,3,9,B,202320.49163958096
676,85,3,54.08853428132322,38.62246705303549,6.0,8,9,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B,241747.8505248689
6185,37,2,66.89014715756927,61.98424954890048,7.0,5,10,2018,0.178916796,B,B,18,3594,4,192.0,1,5,B,276139.63404694287
7730,18,1,38.68917519174993,22.16463706899087,8.0,2,14,1988,0.0,B,B,30,5562,0,900.0,0,5,A,172824.48781990795
2573,27,2,66.33182664515653,32.772431056458856,1.0,10,17,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,193785.32093899825
10978,1,2,64.35944435742464,32.772431056458856,1.0,8,17,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,187390.88559370785
10962,9,3,77.07321170375477,44.78487681544152,10.0,9,14,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B,348100.25103984505
8870,151,1,34.71337120701702,20.278795957535788,10.0,8,12,1968,0.236108458,B,B,16,3893,27,900.0,3,10,B,174353.09192859236
8496,128,1,38.3653201442884,15.960955260497808,9.0,13,17,1995,0.0,B,B,27,4798,0,30.0,2,8,B,158935.66742162843
5517,31,1,30.5715003172954,15.455599140664738,4.0,2,4,1958,0.151346216,B,A,32,5889,10,830.0,4,1,B,148773.8406980493
927,13,1,39.31735061325933,22.415301246505017,9.0,8,16,1986,0.133215333,B,B,49,11395,3,1406.0,3,4,A,178927.77651003943
13675,78,1,43.77742840416781,22.09011874659169,10.0,19,22,2006,0.219006007,B,B,28,6746,3,900.0,1,4,B,191063.7035367578
1499,27,3,84.72014941664493,84.70274776361636,1.0,9,12,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,259354.6427738923
15536,124,3,66.6230786819703,43.41045910470692,9.0,4,12,1974,0.16909109,B,B,19,3856,10,900.0,2,5,B,291459.8485699827
8602,114,3,71.54369310573048,48.28899787097593,6.0,6,7,1977,0.327018035,B,B,12,2270,23,2500.0,1,0,B,300566.5789785116
12137,124,3,94.23797846010334,52.34820344294866,12.0,12,21,2005,0.122090347,B,B,29,6566,7,1894.0,4,0,B,365281.5935988891
9865,61,2,54.320450432075006,30.03107763244285,11.0,1,16,1982,0.300322518,B,B,52,10311,6,900.0,1,9,B,230438.09328073112
16353,53,2,58.78278704187747,32.772431056458856,1.0,7,22,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B,217009.1613185995
15908,61,2,46.51061051291392,29.0603704851716,6.0,9,12,1977,0.300322518,B,B,52,10311,6,900.0,1,9,B,212573.50458168102
3944,101,2,45.01684251607946,30.462648483560315,6.0,4,5,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B,204147.54214831264
10359,46,2,45.32893674924416,29.148969745306143,6.0,6,9,1970,0.0,B,B,47,11319,0,1145.0,3,5,B,199610.8685815762
15158,53,2,47.83518682937448,33.700119564717234,6.0,9,9,1967,0.049637257,B,B,34,7759,0,229.0,1,3,B,203896.43678853384
3259,12,2,60.108027807383,36.82142367273558,10.0,7,16,1981,0.090799103,B,B,74,19083,2,900.0,5,15,B,274981.647082444
7220,96,3,80.18249326172486,48.62732598417213,10.0,10,17,2003,0.041116354,B,B,53,14892,4,900.0,1,4,B,335076.9453570265
13843,67,2,51.682261332764966,35.31000186274971,6.0,5,12,1980,0.100455735,B,B,43,7227,0,900.0,1,6,A,229746.50301838704
16736,44,2,43.650442683544085,27.493023035082693,5.0,4,5,1961,0.122190486,B,B,25,4724,2,1308.0,1,3,B,179922.68079808436
702,46,3,62.72339387252833,46.28164035177988,6.0,7,9,1969,0.0,B,B,47,11319,0,1145.0,3,5,B,240403.33629657197
16401,30,1,52.51330992401352,32.772431056458856,1.0,1,1,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,150553.88365659458
12134,52,2,66.46342969601757,32.772431056458856,1.0,12,16,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B,217367.55808653787
6918,23,3,105.53513516506445,32.772431056458856,1.0,6,9,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,244862.252730019
11792,6,1,42.02458754161445,18.006901796270046,13.0,21,25,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,148968.6612994227
3798,30,2,39.18758707431647,32.772431056458856,1.0,1,1,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,152824.73060969033
10395,6,1,44.49977444312419,32.772431056458856,1.0,1,1,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,143224.04920221324
11099,1,1,36.007752888595746,35.4243199437779,9.0,5,17,2010,0.025609157,B,B,33,5261,0,240.0,3,1,B,107360.58051888883
7090,94,2,52.03477473644265,30.75014459455151,5.0,5,5,1977,0.282797669,B,B,33,8667,2,900.0,0,6,B,185784.5565646912
11260,46,2,46.81377639633951,31.883008445190377,5.0,4,5,1968,0.0,B,B,47,11319,0,1145.0,3,5,B,193222.71697859158
9647,62,3,93.27499912297137,32.772431056458856,1.0,3,3,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,206422.00567136807
2903,25,3,97.35372732075814,32.772431056458856,1.0,23,24,1977,0.069753361,B,B,53,13670,4,900.0,1,11,B,410156.0529586458
2071,101,2,48.57679567393848,29.437942850358485,5.0,5,5,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B,183838.46903683527
8604,119,3,52.15680548100367,35.33304545857853,6.0,1,9,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B,208606.88809513452
9346,125,2,47.56702321471278,28.069943392111355,5.0,5,5,1964,0.040242764,B,B,25,3478,11,2729.0,3,1,B,170190.8376305965
3945,128,2,47.87363349415092,27.22915360721241,6.0,8,9,1972,0.0,B,B,27,4798,0,30.0,2,8,B,203102.33818149831
3420,9,1,38.39566517656586,17.33154273240228,8.0,11,14,2010,0.31019913,B,B,11,2748,1,900.0,0,0,B,188014.30455212537
10842,6,1,38.63728613062735,32.772431056458856,1.0,17,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,129979.9099982826
725,58,2,49.8826433899298,33.43278170333575,6.0,6,14,1972,0.31019913,B,B,11,2748,1,900.0,0,0,B,203380.4829458367
13931,138,2,43.69853923637347,26.41510393522152,5.0,4,5,1963,0.0,B,B,36,6714,2,2672.0,0,2,B,178857.3292467043
16330,122,2,56.21298348811914,36.349948901114615,9.0,5,17,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B,254662.33514500328
9066,59,3,75.3410686641437,75.09886659243979,10.0,8,17,1987,0.019508796,B,B,37,7687,11,176.0,5,5,B,242340.6419256251
3326,13,3,76.51840800463705,44.42008754769048,10.0,6,17,1977,0.090799103,B,B,74,19083,2,900.0,5,15,B,319538.2623277359
1556,34,2,63.279709227873184,32.772431056458856,1.0,1,1,1977,0.069753361,B,B,53,13670,4,900.0,1,11,B,185388.50586297174
6579,23,2,46.055741062053,26.936678336120032,5.0,1,2,1975,0.034656082,B,B,0,168,0,900.0,0,0,B,177657.6856342748
13877,27,2,56.78226155296662,54.473735754962064,10.0,2,5,2015,0.07542368,B,B,11,3097,0,900.0,0,0,B,178626.85115215258
9857,34,3,78.4798682472681,49.22980281857096,10.0,16,16,2002,0.069753361,B,B,53,13670,4,900.0,1,11,B,347185.48860871745
7302,62,3,62.36385024517085,38.467325257358006,8.0,9,9,1975,0.002211665,B,B,39,7614,3,900.0,1,5,A,285748.19998770166
5684,114,1,34.133497138417084,18.2801882988784,7.0,6,8,1968,0.050272014,B,B,21,4231,14,1020.0,0,3,B,172224.46898931754
6513,88,3,60.7669618864274,43.23565180211378,6.0,3,12,1974,0.127375905,B,B,43,8429,3,900.0,3,9,B,243435.49935893033
11342,27,1,38.69279795114794,38.69279795114794,8.0,16,17,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,145700.9165243132
16561,21,3,63.470494548149325,47.63960636467296,5.0,7,9,1975,0.194489265,B,B,47,8004,3,125.0,3,5,B,250150.88150049697
6885,39,2,49.41694304254325,30.89847588936724,5.0,5,5,1975,0.428825818,B,B,25,5011,8,730.0,0,2,B,187629.711625619
9308,53,1,35.51663856661769,22.000905813023948,6.0,5,9,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B,167535.39898567018
2559,23,2,73.86846010493733,32.772431056458856,6.233004930000002,9,13,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,211969.40339858911
6648,12,1,41.873921634502494,21.011677842512302,8.0,17,17,1992,0.090799103,B,B,74,19083,2,900.0,5,15,B,171836.70487660088
15260,118,1,36.13807008404357,20.5239780878322,6.0,3,5,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A,152276.6140109055
5113,41,1,40.83976184730634,21.01303218683933,7.0,5,14,2004,0.175054867,B,B,36,10055,3,900.0,1,0,B,175664.51525473996
16492,88,1,42.865265145509575,32.772431056458856,6.233004930000002,13,13,1977,0.127375905,B,B,43,8429,3,900.0,3,9,B,146787.66376938834
12034,53,2,58.56362485209706,43.75223474518224,10.0,16,24,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B,282803.9590408197
7248,37,2,49.340231291020594,29.65153422163452,5.0,9,14,1973,0.178916796,B,B,18,3594,4,192.0,1,5,B,207896.55829749128
2171,66,2,47.87330206990477,30.54999230293039,4.0,3,5,1960,0.161975568,B,A,31,7010,5,4508.0,3,7,B,188772.11045562755
10594,9,2,47.77091955759415,27.83118358998115,8.0,10,10,2008,0.13012277,B,B,8,1986,0,900.0,0,0,B,181607.7869239504
13241,61,1,40.57629621127623,19.17064321240808,10.0,6,22,1998,0.300322518,B,B,52,10311,6,900.0,1,9,B,195829.7531122122
7032,13,1,29.57080169699652,20.74229630059445,5.0,2,5,1964,0.133215333,B,B,49,11395,3,1406.0,3,4,A,150459.95978900715
4884,29,1,39.68887710532403,18.944480450824138,8.0,2,14,1977,0.069660344,B,B,31,6119,4,900.0,1,2,B,168789.27767007367
903,15,2,64.71893532395197,32.09149416776168,2.0,6,14,2009,0.158249043,B,B,21,5731,0,900.0,1,0,B,207152.7041556246
162,8,1,40.109638589309306,18.660004137151176,9.0,14,15,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B,171598.89419921394
6566,75,2,65.77312468245391,38.26698615518068,7.0,5,5,1957,0.122090347,B,B,29,6566,7,1894.0,4,0,B,271506.3903623778
8249,58,1,39.7683400120084,22.41394259970384,8.0,10,10,2005,0.31019913,B,B,11,2748,1,900.0,0,0,B,172509.11026162206
13106,93,3,66.5153415466758,48.178475963054034,5.0,1,9,1973,0.521867054,B,B,25,6149,0,900.0,0,0,B,254184.57992230877
256,6,1,38.87052458458938,38.87052458458938,1.0,1,1,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,182847.98433077752
7976,23,2,64.40535431930748,32.772431056458856,1.0,16,25,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,186591.8776342029
8575,30,2,54.61434593862014,54.36251766183593,1.0,9,17,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,175651.46808845855
7591,170,3,61.37492724098669,45.189792194634784,6.0,4,9,1964,0.21843974,B,B,21,4472,6,1450.0,4,7,A,244587.15336427436
3204,128,2,62.08212168220585,32.772431056458856,6.233004930000002,2,3,1977,0.0,B,B,27,4798,0,30.0,2,8,B,175235.1155893289
15804,28,2,45.53818787128393,31.805557740681085,5.0,4,5,1963,0.118537385,B,B,30,6207,1,1183.0,1,0,B,196108.85842767466
1525,34,3,74.90655619752668,46.59000831886104,10.0,12,17,1993,0.069753361,B,B,53,13670,4,900.0,1,11,B,326825.4584339222
9038,1,2,65.55264734791389,32.772431056458856,1.0,15,17,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,183818.60571722753
13628,44,2,46.64393867521876,29.78020411928357,5.0,5,5,1969,0.122190486,B,B,25,4724,2,1308.0,1,3,B,188279.0562164288
10016,44,2,45.24285161400138,31.742719458332715,6.0,1,9,1976,0.122190486,B,B,25,4724,2,1308.0,1,3,B,173137.25360563598
10208,11,3,59.28946961032725,44.665537148171474,5.0,5,5,1964,0.038692987,B,B,28,6533,1,1015.0,2,5,B,212258.34567624264
2008,94,2,48.693295697353975,32.25870261971564,5.0,7,9,1975,0.127375905,B,B,43,8429,3,900.0,3,9,B,205416.08225082367
13029,90,2,49.36773799954912,34.46230616409803,9.0,11,12,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B,210938.23193903695
5099,6,1,41.50104016449672,32.772431056458856,6.233004930000002,13,13,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,139626.2782054757
9923,12,3,73.45472115659649,45.044852752084246,10.0,17,17,1987,0.090799103,B,B,74,19083,2,900.0,5,15,B,319404.6469212903
9461,57,1,33.008370007723215,21.226576463704628,6.0,2,9,1979,0.407276235,A,B,9,1768,0,370.0,0,0,A,154738.54267320872
11086,21,2,42.70799497329023,29.035438476677943,5.0,8,8,1964,0.149666373,B,B,22,4789,2,4087.0,4,1,B,228635.69937901146
15057,178,2,55.08731987921566,33.57933695799419,7.0,4,5,1956,0.212515361,B,B,19,3293,16,628.0,3,7,B,267340.7997162787
